"Year","c","chemistry","MWh","chem_share_mwh"
"2018","Argentina","NMC 622",0.030208218511303,0.152566760158096
"2018","Australia","NMC 811",6.50186173523663,0.0444827233093649
"2018","Australia","NCA",136.125,0.931304133656254
"2018","Australia","NMC 111",0.00437500252581738,2.99317387478441e-05
"2018","Australia","NMC 532",2.00284042349011,0.0137025055313145
"2018","Australia","NMC 622",1.53192283874744,0.0104807057643189
"2018","Austria","NMC 811",113.778241906963,0.393549540714443
"2018","Austria","LFP",1.26,0.00435823592445448
"2018","Austria","LMO",0.9638,0.00333370459046764
"2018","Austria","NCA",41.728,0.144333705282251
"2018","Austria","NMC 111",69.5217596249192,0.240470024070327
"2018","Austria","NMC 532",35.0483709873306,0.121229420262375
"2018","Austria","NMC 622",26.8076274807871,0.0927253691556822
"2018","Belgium","NMC 811",67.443492546681,0.334712474573695
"2018","Belgium","LFP",0.0428,0.000212410321156465
"2018","Belgium","LMO",4.3034,0.0213571629921666
"2018","Belgium","NCA",77.013,0.382204580916422
"2018","Belgium","NMC 111",16.0281816863934,0.0795455892420792
"2018","Belgium","NMC 532",20.7753653760112,0.103105187655641
"2018","Belgium","NMC 622",15.8905603909144,0.0788625942988397
"2018","Brazil","NMC 811",1.83413239369164,0.462230945990836
"2018","Brazil","LFP",0.41,0.103326612903226
"2018","Brazil","LMO",0.0305,0.00768649193548387
"2018","Brazil","NCA",0.695,0.175151209677419
"2018","Brazil","NMC 111",0.00123415941184919,0.000311028077582961
"2018","Brazil","NMC 532",0.564988098748705,0.142386113595944
"2018","Brazil","NMC 622",0.432145348147806,0.108907597819508
"2018","Canada","NMC 811",280.78200220535,0.228871068537218
"2018","Canada","NCA",718.095,0.58533370611495
"2018","Canada","NMC 111",75.2877338806138,0.0613685491436867
"2018","Canada","NMC 532",86.4923874276909,0.0705016880548958
"2018","Canada","NMC 622",66.1558764863454,0.0539249881492496
"2018","Chile","NMC 811",1.05936119896894,0.622019375825812
"2018","Chile","LMO",0.0671,0.039398743467794
"2018","Chile","NMC 111",0.000712827819165146,0.000418547248643735
"2018","Chile","NMC 532",0.32632675359325,0.191607511944836
"2018","Chile","NMC 622",0.249599219618645,0.146555821512915
"2018","China","NMC 811",18800.3151755673,0.526002414410416
"2018","China","LFP",4820.5885,0.134872270289084
"2018","China","LMO",168.6294,0.00471797790155414
"2018","China","NCA",1339.815,0.0374858569275035
"2018","China","NMC 111",843.311036650346,0.0235944789879644
"2018","China","NMC 532",5535.36094173071,0.154870447266084
"2018","China","NMC 622",4233.8599460516,0.118456554217394
"2018","Colombia","NMC 811",6.37429807007961,0.595923719915824
"2018","Colombia","LFP",0.1225,0.0114523442247464
"2018","Colombia","LMO",0.64,0.0598326555415323
"2018","Colombia","NMC 111",0.0942891669021159,0.00881495506961305
"2018","Colombia","NMC 532",1.96354557602198,0.183568978265973
"2018","Colombia","NMC 622",1.5018671869963,0.140407346982312
"2018","Czechia","NMC 811",8.47191094779354,0.269107601219559
"2018","Czechia","LMO",0.3525,0.0111970522370281
"2018","Czechia","NCA",7.39,0.234741038387625
"2018","Czechia","NMC 111",10.6613006182697,0.338652879255109
"2018","Czechia","NMC 532",2.60969648408431,0.0828961924966825
"2018","Czechia","NMC 622",1.99609194985243,0.063405236403997
"2018","Denmark","NMC 811",34.694726797528,0.534782760384424
"2018","Denmark","NCA",8.315,0.128166988561308
"2018","Denmark","NMC 111",3.00464554679148,0.0463134541703439
"2018","Denmark","NMC 532",10.6874006464098,0.164735051881962
"2018","Denmark","NMC 622",8.17452700927078,0.126001745001962
"2018","Eastern Europe/Central Asia","NMC 811",19.8983129362567,0.36659591323757
"2018","Eastern Europe/Central Asia","LFP",1.3084,0.0241052643214821
"2018","Eastern Europe/Central Asia","LMO",0.36,0.00663244814715192
"2018","Eastern Europe/Central Asia","NCA",19.169,0.353159440368764
"2018","Eastern Europe/Central Asia","NMC 111",2.72508926801286,0.0502055924068207
"2018","Eastern Europe/Central Asia","NMC 532",6.12949753945219,0.112926596106978
"2018","Eastern Europe/Central Asia","NMC 622",4.68830025627821,0.086374745411234
"2018","Egypt","NMC 811",0.0854741309681541,0.647531295213288
"2018","Egypt","NMC 111",5.75142250182147e-05,0.000435713825895566
"2018","Egypt","NMC 532",0.0263295424659591,0.19946623080272
"2018","Egypt","NMC 622",0.0201388123408687,0.152566760158096
"2018","Finland","NMC 811",14.9105736286173,0.346314565755832
"2018","Finland","LMO",0.06,0.0013935663685983
"2018","Finland","NCA",14.99,0.348159331088143
"2018","Finland","NMC 111",4.98823309512613,0.115857231334947
"2018","Finland","NMC 532",4.59306900344808,0.10667910819761
"2018","Finland","NMC 622",3.51312427280844,0.0815961972548703
"2018","France","NMC 811",791.49135930892,0.56102196515978
"2018","France","LMO",40.294,0.0285610434002541
"2018","France","NCA",108.935,0.0772149020401717
"2018","France","NMC 111",39.784982333668,0.0282002433888478
"2018","France","NMC 532",243.811842487504,0.172817804506416
"2018","France","NMC 622",186.485615869908,0.132184041504531
"2018","Germany","NMC 811",652.573621409114,0.42982207203105
"2018","Germany","LFP",14.77,0.00972836136126715
"2018","Germany","LMO",4.9496,0.003260087839792
"2018","Germany","NCA",167.32,0.110206460593583
"2018","Germany","NMC 111",323.853806729458,0.213308521332846
"2018","Germany","NMC 532",201.019474341981,0.132402849495651
"2018","Germany","NMC 622",153.754797519447,0.101271647345812
"2018","Greece","NMC 811",1.19327067081905,0.408332707394534
"2018","Greece","NCA",0.27,0.0923929781336618
"2018","Greece","NMC 111",0.81030293343836,0.277282597077083
"2018","Greece","NMC 532",0.367576370123253,0.125783242693513
"2018","Greece","NMC 622",0.281150025619339,0.0962084747012076
"2018","Hungary","NMC 811",24.3752795582319,0.477210257078428
"2018","Hungary","LMO",1.1175,0.0218780039429351
"2018","Hungary","NCA",1.789,0.0350243839408599
"2018","Hungary","NMC 111",10.5452017498337,0.206450080950254
"2018","Hungary","NMC 532",7.50858711259912,0.147000356559566
"2018","Hungary","NMC 622",5.74313157933527,0.112436917527957
"2018","India","NMC 811",18.7266050575683,0.560844715710341
"2018","India","LFP",4.47,0.133872416891285
"2018","India","NMC 111",0.0126008438448998,0.000377383762949978
"2018","India","NMC 532",5.76856339481467,0.172763204396965
"2018","India","NMC 622",4.41223070377213,0.132142279238459
"2018","Indonesia","NCA",1.2,1
"2018","Ireland","NMC 811",26.3888428738271,0.472363853788602
"2018","Ireland","LMO",1.9575,0.0350395145483348
"2018","Ireland","NCA",10.47,0.187414414978833
"2018","Ireland","NMC 111",2.70275664554672,0.0483797092220909
"2018","Ireland","NMC 532",8.12884730390326,0.145507465321232
"2018","Ireland","NMC 622",6.21755317672288,0.111295042140908
"2018","Israel","NMC 811",3.09584712241473,0.647531295213288
"2018","Israel","NMC 111",0.0020831478016067,0.000435713825895566
"2018","Israel","NMC 532",0.953648049467805,0.19946623080272
"2018","Israel","NMC 622",0.729421680315856,0.152566760158096
"2018","Italy","NMC 811",105.293121320747,0.491921179644939
"2018","Italy","LFP",0.14,0.000654068986524777
"2018","Italy","LMO",5.523,0.0258030215184025
"2018","Italy","NCA",40.445,0.188955858285676
"2018","Italy","NMC 111",5.4005501180874,0.0252309453029549
"2018","Italy","NMC 532",32.4346053921379,0.151531924836905
"2018","Italy","NMC 622",24.8084231690275,0.115903001424597
"2018","Japan","NMC 811",690.349949640562,0.630957307343053
"2018","Japan","NCA",28.005,0.0255956553648512
"2018","Japan","NMC 111",0.464525838346736,0.000424561444970242
"2018","Japan","NMC 532",212.656134780781,0.194360761902168
"2018","Japan","NMC 622",162.65538974031,0.148661713944957
"2018","Malaysia","NCA",5.305,1
"2018","Mexico","NMC 811",3.07383105837748,0.190498773426469
"2018","Mexico","LMO",0.5287,0.0327658545957101
"2018","Mexico","NCA",10.86,0.673041764534541
"2018","Mexico","NMC 111",0.00206833353152625,0.000128183687818084
"2018","Mexico","NMC 532",0.946866197620513,0.058681445342967
"2018","Mexico","NMC 622",0.724234410470481,0.0448839784124941
"2018","Morocco","NMC 811",0.0699333798830351,0.58180848488382
"2018","Morocco","LMO",0.0122,0.101497504159734
"2018","Morocco","NMC 111",4.70570931967211e-05,0.000391489960039277
"2018","Morocco","NMC 532",0.0215423529266938,0.179220906212095
"2018","Morocco","NMC 622",0.0164772100970743,0.137081614784312
"2018","Netherlands","NMC 811",471.517525460786,0.302000562770284
"2018","Netherlands","LMO",3.6549,0.0023409137460807
"2018","Netherlands","NCA",746.736,0.478274252946269
"2018","Netherlands","NMC 111",83.0625768737419,0.0532004508984179
"2018","Netherlands","NMC 532",145.246761440479,0.0930285754547925
"2018","Netherlands","NMC 622",111.095636224994,0.0711552441841553
"2018","New Zealand","NMC 811",10.0328498880347,0.229709770722606
"2018","New Zealand","LFP",1.96,0.0448756988932187
"2018","New Zealand","NCA",22.32,0.511033469028899
"2018","New Zealand","NMC 111",3.90895095001843,0.0894984213374429
"2018","New Zealand","NMC 532",3.09052978005735,0.0707600427706016
"2018","New Zealand","NMC 622",2.36386938188954,0.0541225972472316
"2018","Norway","NMC 811",753.30941747415,0.33419285027631
"2018","Norway","LFP",0.1128,5.00417924384456e-05
"2018","Norway","LMO",18.4594,0.00818919737001988
"2018","Norway","NCA",757.235,0.335934367882326
"2018","Norway","NMC 111",315.459590293639,0.13994825656198
"2018","Norway","NMC 532",232.050236401729,0.102945122032869
"2018","Norway","NMC 622",177.489455830482,0.078740164084057
"2018","Poland","NMC 811",14.2666685086573,0.471564608485427
"2018","Poland","LFP",0.07,0.0023137512849583
"2018","Poland","LMO",1.995,0.0659419116213116
"2018","Poland","NCA",4.67,0.154360264296504
"2018","Poland","NMC 111",1.49609982129766,0.0494514697707622
"2018","Poland","NMC 532",4.39471978353785,0.145261264945605
"2018","Poland","NMC 622",3.36141188650723,0.111106729595432
"2018","Portugal","NMC 811",94.2213722226723,0.503872964163465
"2018","Portugal","LMO",1.306,0.0069841701057198
"2018","Portugal","NCA",35.635,0.19056730606227
"2018","Portugal","NMC 111",4.60810010880671,0.0246429977213568
"2018","Portugal","NMC 532",29.0240519913807,0.155213565287181
"2018","Portugal","NMC 622",22.1997756771403,0.118718996660007
"2018","Rest of EU","NMC 811",39.288054793253,0.471699677192725
"2018","Rest of EU","LFP",0.4356,0.00522989444161632
"2018","Rest of EU","LMO",0.3296,0.003957238769414
"2018","Rest of EU","NCA",14.71,0.176610989982039
"2018","Rest of EU","NMC 111",7.16803632638686,0.0860607744276274
"2018","Rest of EU","NMC 532",12.1023343012319,0.145302871654259
"2018","Rest of EU","NMC 622",9.25677457912824,0.111138553532319
"2018","Rest of Middle East/Africa","NMC 811",2.75136047336126,0.421380291199997
"2018","Rest of Middle East/Africa","LFP",0.082,0.0125585811866328
"2018","Rest of Middle East/Africa","LMO",0.1037,0.0158820105982173
"2018","Rest of Middle East/Africa","NCA",1.91,0.29252304959108
"2018","Rest of Middle East/Africa","NMC 111",0.18655134804623,0.0285709786574923
"2018","Rest of Middle East/Africa","NMC 532",0.847532014680758,0.129802434324863
"2018","Rest of Middle East/Africa","NMC 622",0.648256163911749,0.0992826544417173
"2018","Rest of South America","NMC 811",4.75935501981767,0.600557107322196
"2018","Rest of South America","LFP",0.1284,0.0162020971873462
"2018","Rest of South America","LMO",0.1815,0.0229024971923936
"2018","Rest of South America","NCA",0.085,0.0107256873903772
"2018","Rest of South America","NMC 111",0.183202496620332,0.0231173259751331
"2018","Rest of South America","NMC 532",1.46607679639999,0.184996251864376
"2018","Rest of South America","NMC 622",1.121365687162,0.141499033068178
"2018","Rest of South Asia/Oceania","NCA",4.735,1
"2018","Romania","NMC 811",9.86371471372498,0.562974921876693
"2018","Romania","NCA",0.833,0.0475437625209039
"2018","Romania","NMC 111",1.4615371415671,0.0834177368237058
"2018","Romania","NMC 532",3.03842920057168,0.173419395376422
"2018","Romania","NMC 622",2.32401894413624,0.132644183402275
"2018","Russia","NMC 811",2.58559246178666,0.295979997228231
"2018","Russia","LMO",0.0427,0.00488798836956397
"2018","Russia","NCA",4.7,0.538022139038657
"2018","Russia","NMC 111",0.00173980530680099,0.000199160377165081
"2018","Russia","NMC 532",0.796468659595262,0.0911739940239777
"2018","Russia","NMC 622",0.609199073311277,0.0697367209624045
"2018","Singapore","NMC 811",10.7930516286151,0.507980026762135
"2018","Singapore","LFP",2.624,0.123499788205394
"2018","Singapore","NCA",1.955,0.0920129900691862
"2018","Singapore","NMC 111",0.00726247805002729,0.000341811928744166
"2018","Singapore","NMC 532",3.32470313501974,0.156478709230467
"2018","Singapore","NMC 622",2.54298275831514,0.119686673804073
"2018","Slovakia","NMC 811",5.73557320048122,0.530550866786415
"2018","Slovakia","NCA",0.197,0.0182228553456792
"2018","Slovakia","NMC 111",1.75985937878425,0.162790166945799
"2018","Slovakia","NMC 532",1.76679208595817,0.163431454864501
"2018","Slovakia","NMC 622",1.35137533477635,0.125004656057605
"2018","South Africa","NMC 811",1.55796029628317,0.647531295213288
"2018","South Africa","NMC 111",0.00104832746510473,0.000435713825895566
"2018","South Africa","NMC 532",0.479915751311345,0.19946623080272
"2018","South Africa","NMC 622",0.367075624940379,0.152566760158096
"2018","South Korea","NMC 811",907.278113787376,0.588915167678621
"2018","South Korea","LMO",36.3078,0.0235674307581202
"2018","South Korea","NCA",50.64,0.0328704766907167
"2018","South Korea","NMC 111",53.1208934557324,0.0344808272141923
"2018","South Korea","NMC 532",279.478917829539,0.181410056359846
"2018","South Korea","NMC 622",213.766474927353,0.138756041298504
"2018","Spain","NMC 811",140.806457181684,0.523181515528206
"2018","Spain","LMO",9.0266,0.0335393018373679
"2018","Spain","NCA",28.65,0.106452152265592
"2018","Spain","NMC 111",14.1019464942976,0.0523972968744221
"2018","Spain","NMC 532",43.3741712475285,0.161161392043133
"2018","Spain","NMC 622",33.1758250764901,0.12326834145128
"2018","Sweden","NMC 811",141.369550396001,0.390872705916641
"2018","Sweden","LFP",5.81,0.0160640704806254
"2018","Sweden","LMO",2.1375,0.00590997429472233
"2018","Sweden","NCA",105.415,0.291461960364049
"2018","Sweden","NMC 111",30.0885253910406,0.0831917715214737
"2018","Sweden","NMC 532",43.5476270818345,0.120404845216279
"2018","Sweden","NMC 622",33.3084971311236,0.0920946722062096
"2018","Switzerland","NMC 811",89.517963906761,0.322010191849925
"2018","Switzerland","LMO",1.6327,0.00587307862342548
"2018","Switzerland","NCA",127.444,0.458436107113271
"2018","Switzerland","NMC 111",10.7358352578609,0.03861848750999
"2018","Switzerland","NMC 532",27.5752090773221,0.099192362937777
"2018","Switzerland","NMC 622",21.091591758056,0.0758697719656125
"2018","Thailand","NMC 811",1.75869499779929,0.152426330195813
"2018","Thailand","LFP",8.282,0.71780204541515
"2018","Thailand","NCA",0.27,0.0234009360374415
"2018","Thailand","NMC 111",0.271183398751132,0.0235035013651527
"2018","Thailand","NMC 532",0.541750282860188,0.0469535693239893
"2018","Thailand","NMC 622",0.414371320589388,0.0359136176624535
"2018","Turkey","NMC 811",4.906085611313,0.454831514222554
"2018","Turkey","NCA",3.21,0.29759145606586
"2018","Turkey","NMC 111",0.00330122937328034,0.000306049114019278
"2018","Turkey","NMC 532",1.51127584429989,0.14010678474217
"2018","Turkey","NMC 622",1.15593731501383,0.107164195855397
"2018","United Arab Emirates","NMC 811",1.08914763854875,0.0632031126388366
"2018","United Arab Emirates","LMO",0.0305,0.00176991150442478
"2018","United Arab Emirates","NCA",15.52,0.900623821267953
"2018","United Arab Emirates","NMC 111",0.000732870655156342,4.25284001251323e-05
"2018","United Arab Emirates","NMC 532",0.335502200210175,0.0194691542266169
"2018","United Arab Emirates","NMC 622",0.256617290585917,0.0148914719620437
"2018","United Kingdom","NMC 811",351.00288598346,0.405925076542222
"2018","United Kingdom","LFP",1.26,0.00145715496045039
"2018","United Kingdom","LMO",10.8038,0.0124942942553285
"2018","United Kingdom","NCA",262.366,0.303418982820259
"2018","United Kingdom","NMC 111",48.4418844307492,0.0560216922157385
"2018","United Kingdom","NMC 532",108.123303360861,0.125041593517905
"2018","United Kingdom","NMC 622",82.7008262249299,0.0956412056880968
"2018","United States","NMC 811",1345.04345900395,0.0787504008531669
"2018","United States","LMO",1.8,0.000105387465800304
"2018","United States","NCA",14923.59,0.873755183745974
"2018","United States","NMC 111",78.1582590077278,0.00457605602677121
"2018","United States","NMC 532",414.328621669164,0.0242583574701366
"2018","United States","NMC 622",316.909660319163,0.0185546144381509
"2018","Uruguay","NMC 811",0.106842663710193,0.146862767986519
"2018","Uruguay","LFP",0.41,0.563573883161512
"2018","Uruguay","LMO",0.1525,0.209621993127148
"2018","Uruguay","NMC 111",7.18927812727684e-05,9.88216924711593e-05
"2018","Uruguay","NMC 532",0.0329119280824488,0.0452397636872149
"2018","Uruguay","NMC 622",0.0251735154260858,0.0346027703451351
"2018","Vietnam","NMC 111",0.0912,1
"2018","Western Europe non EU","NMC 811",14.6983128700464,0.477858715421862
"2018","Western Europe non EU","LMO",0.24,0.00780267046396629
"2018","Western Europe non EU","NCA",0.595,0.0193441205252498
"2018","Western Europe non EU","NMC 111",7.234590268134,0.235204682516947
"2018","Western Europe non EU","NMC 532",4.52768397299095,0.147200108359292
"2018","Western Europe non EU","NMC 622",3.46311288882862,0.112589702712683
"2019","Argentina","NMC 811",0.786750523684145,0.647531295213288
"2019","Argentina","NMC 111",0.000529392298463113,0.000435713825895566
"2019","Argentina","NMC 532",0.242351470425305,0.19946623080272
"2019","Argentina","NMC 622",0.185368613592086,0.152566760158096
"2019","Australia","NMC 811",73.266482472016,0.164185389985389
"2019","Australia","NCA",333.095,0.746444085098144
"2019","Australia","NMC 111",0.049299886544136,0.000110477817760338
"2019","Australia","NMC 532",22.5690854031277,0.0505758426432085
"2019","Australia","NMC 622",17.2625322383121,0.038684204455498
"2019","Austria","NMC 811",187.033523109773,0.338623095875754
"2019","Austria","LFP",2.9524,0.00534530287213168
"2019","Austria","LMO",0.495,0.000896194594805982
"2019","Austria","NCA",235.084,0.425618202273474
"2019","Austria","NMC 111",29.2957451933947,0.0530397747336033
"2019","Austria","NMC 532",55.2303841665729,0.0999942863821021
"2019","Austria","NMC 622",42.2443475302593,0.0764831432681289
"2019","Belgium","NMC 811",196.307171725968,0.319443923815925
"2019","Belgium","LFP",0.5912,0.000962039471607306
"2019","Belgium","LMO",1.9128,0.0031126337978526
"2019","Belgium","NCA",299.527,0.487410008139583
"2019","Belgium","NMC 111",9.61051375507413,0.0156388592266682
"2019","Belgium","NMC 532",60.3890396674621,0.0982690118615661
"2019","Belgium","NMC 622",46.190074851496,0.0751635236867983
"2019","Brazil","NMC 811",2.93072664213534,0.557352498361703
"2019","Brazil","LFP",0.1261,0.023981134587224
"2019","Brazil","LMO",0.0122,0.00232014149059582
"2019","Brazil","NCA",0.594,0.112964266017534
"2019","Brazil","NMC 111",0.00197204077600333,0.000375033903733779
"2019","Brazil","NMC 532",0.902784160613112,0.171687458040262
"2019","Brazil","NMC 622",0.690517156475542,0.131319467598947
"2019","Canada","NMC 811",419.473271007497,0.19501593561056
"2019","Canada","NCA",1490.629,0.693003414460793
"2019","Canada","NMC 111",42.410231316494,0.0197168008340119
"2019","Canada","NMC 532",112.448010497387,0.0522778338701397
"2019","Canada","NMC 622",86.0086871786217,0.0399860152244959
"2019","Chile","NMC 811",3.05822555416284,0.638460449720843
"2019","Chile","LMO",0.0671,0.0140083507306889
"2019","Chile","NMC 111",0.00205783282832217,0.00042961019380421
"2019","Chile","NMC 532",0.942059061458167,0.196672037882707
"2019","Chile","NMC 622",0.720557551550671,0.150429551471956
"2019","China","NMCA 89:4:4:3",1.98,4.03894881551135e-05
"2019","China","NMC 811",28638.8901460782,0.584197027439709
"2019","China","LFP",2438.3969,0.0497402033888967
"2019","China","NCA",4207.429,0.0858262140196874
"2019","China","NMC 111",120.831844841181,0.00246481634645121
"2019","China","NMC 532",7714.49959331581,0.157366005023665
"2019","China","NMC 622",5900.62891576477,0.120365344293435
"2019","Colombia","NMC 811",15.9013932034748,0.457261136596226
"2019","Colombia","LFP",8.8695,0.255051717742191
"2019","Colombia","LMO",0.8357,0.0240314246030947
"2019","Colombia","NCA",0.542,0.0155857749609637
"2019","Colombia","NMC 111",0.0106641394601766,0.00030665844608606
"2019","Colombia","NMC 532",4.88195594551966,0.140385731985624
"2019","Colombia","NMC 622",3.73408671154541,0.107377555665815
"2019","Czechia","NMC 811",18.364376051026,0.439033497039764
"2019","Czechia","LFP",0.14,0.0033469522413822
"2019","Czechia","LMO",0.0675,0.0016137091163807
"2019","Czechia","NCA",10.055,0.240382891336414
"2019","Czechia","NMC 111",3.21835710553069,0.0769406251994591
"2019","Czechia","NMC 532",5.65698198530363,0.135240346679791
"2019","Czechia","NMC 622",4.32688485813969,0.10344197838681
"2019","Denmark","NMC 811",98.5704658933661,0.271940431873039
"2019","Denmark","NCA",209.691,0.578504530571842
"2019","Denmark","NMC 111",1.80246436869001,0.00497271606068685
"2019","Denmark","NMC 532",29.6943782066163,0.0819221250556357
"2019","Denmark","NMC 622",22.7124915313276,0.0626601964387962
"2019","Eastern Europe/Central Asia","NMC 811",22.7449252631439,0.460327609084419
"2019","Eastern Europe/Central Asia","LFP",0.6733,0.0136267134585299
"2019","Eastern Europe/Central Asia","NCA",11.366,0.230033009311824
"2019","Eastern Europe/Central Asia","NMC 111",2.26070470956288,0.0457537134881366
"2019","Eastern Europe/Central Asia","NMC 532",7.00637103668403,0.141799807665285
"2019","Eastern Europe/Central Asia","NMC 622",5.35899899060921,0.108459146991806
"2019","Egypt","NMC 811",0.185841481726214,0.647531295213288
"2019","Egypt","NMC 111",0.000125049868032027,0.000435713825895566
"2019","Egypt","NMC 532",0.0572468082403807,0.19946623080272
"2019","Egypt","NMC 622",0.0437866601653735,0.152566760158096
"2019","Finland","NMC 811",36.9891555028824,0.278186739860372
"2019","Finland","NCA",74.051,0.556920156552241
"2019","Finland","NMC 111",1.90218244384652,0.0143058668271587
"2019","Finland","NMC 532",11.345200382351,0.0853245840441782
"2019","Finland","NMC 622",8.67766167092014,0.0652626527160501
"2019","France","NMC 811",1092.65036844463,0.472502156105611
"2019","France","LFP",9.52,0.00411679770220417
"2019","France","LMO",22.3213,0.00965255005779517
"2019","France","NCA",575.383,0.248816744988166
"2019","France","NMC 111",28.8362316017817,0.0124698457981557
"2019","France","NMC 532",330.769066019458,0.143036694427429
"2019","France","NMC 622",252.997033934126,0.109405210920639
"2019","Germany","NMC 721",7.068,0.00217455512072657
"2019","Germany","NMC 811",1392.66396202775,0.428469800520487
"2019","Germany","LFP",11.13,0.00342427822491324
"2019","Germany","LMO",6.4354,0.00197992813015334
"2019","Germany","NCA",834.965,0.256887014201679
"2019","Germany","NMC 111",271.96259318516,0.0836725593742032
"2019","Germany","NMC 532",411.414400090513,0.126576583256576
"2019","Germany","NMC 622",314.680644696577,0.0968152811712621
"2019","Greece","NMC 811",5.20252543826164,0.579494239979242
"2019","Greece","LMO",0.09,0.0100248393241031
"2019","Greece","NCA",0.148,0.0164852913329695
"2019","Greece","NMC 111",0.708800699162775,0.0789512569102081
"2019","Greece","NMC 532",1.60259148476138,0.178508023743428
"2019","Greece","NMC 622",1.22578237781421,0.136536348710049
"2019","Hungary","NMC 811",34.8720208661574,0.446766172602373
"2019","Hungary","NCA",8.071,0.103402375013292
"2019","Hungary","NMC 111",16.152964845237,0.206945227171815
"2019","Hungary","NMC 532",10.7420145004035,0.13762232830739
"2019","Hungary","NMC 622",8.21629978820206,0.10526389690513
"2019","India","NMC 811",17.144038572067,0.635529306497146
"2019","India","LFP",0.5,0.0185349940688019
"2019","India","NMC 111",0.011535959254411,0.000427637872716897
"2019","India","NMC 532",5.28106792673282,0.195769125397866
"2019","India","NMC 622",4.03935754194575,0.149738936163469
"2019","Indonesia","NMC 811",1.17203164433605,0.212094036253357
"2019","Indonesia","LFP",2.132,0.38581252262034
"2019","Indonesia","NCA",1.584,0.286644951140065
"2019","Indonesia","NMC 111",0.000788642024870974,0.000142714807251353
"2019","Indonesia","NMC 532",0.361033877752924,0.065333673136613
"2019","Indonesia","NMC 622",0.276145835886153,0.049972102042373
"2019","Ireland","NMC 811",105.993528858961,0.541977042593102
"2019","Ireland","LFP",3.08,0.0157489736322298
"2019","Ireland","LMO",0.1083,0.000553770728691715
"2019","Ireland","NCA",22.425,0.114665822630764
"2019","Ireland","NMC 111",8.1241103127806,0.0415410386692557
"2019","Ireland","NMC 532",31.6381367325427,0.161775383497953
"2019","Ireland","NMC 622",24.1992240957162,0.123737968248004
"2019","Israel","NMC 811",35.3437474147203,0.647531295213288
"2019","Israel","NMC 111",0.0237822627591795,0.000435713825895566
"2019","Israel","NMC 532",10.8873256495433,0.19946623080272
"2019","Israel","NMC 622",8.32744467297723,0.152566760158096
"2019","Italy","NMC 811",202.045395439627,0.393686445497643
"2019","Italy","LFP",1.05,0.00204593015778993
"2019","Italy","LMO",1.08,0.00210438530515535
"2019","Italy","NCA",194.074,0.378154142326593
"2019","Italy","NMC 111",5.55401828851857,0.0108220319175209
"2019","Italy","NMC 532",61.9933864550546,0.120794418030402
"2019","Italy","NMC 622",47.4171998167996,0.0923926467648965
"2019","Japan","NMC 811",759.189001634687,0.592741683643971
"2019","Japan","NCA",99.817,0.0779327631313079
"2019","Japan","NMC 111",9.06704657517769,0.00707915478369276
"2019","Japan","NMC 532",233.861389777418,0.182588780418987
"2019","Japan","NMC 622",178.874762012717,0.139657618022042
"2019","Malaysia","NMC 811",0.95705125432524,0.437149433300708
"2019","Malaysia","LMO",0.0183,0.00835883615767597
"2019","Malaysia","NCA",0.693,0.316539533184123
"2019","Malaysia","NMC 111",0.000643985034673646,0.00029415111436242
"2019","Malaysia","NMC 532",0.294811089126421,0.134659977676162
"2019","Malaysia","NMC 622",0.225493671513666,0.102998068566969
"2019","Mexico","NMC 811",8.48265996729408,0.137962855509613
"2019","Mexico","LFP",1.7548,0.0285402479625145
"2019","Mexico","LMO",0.3233,0.00525818450323737
"2019","Mexico","NCA",46.307,0.753141818099019
"2019","Mexico","NMC 111",0.00570785111923191,9.28330785707743e-05
"2019","Mexico","NMC 532",2.61300762351564,0.0424982251556171
"2019","Mexico","NMC 622",1.99862455807106,0.0325058356914286
"2019","Morocco","NMC 811",0.212390264829959,0.624310008318514
"2019","Morocco","LMO",0.0122,0.0358612580834803
"2019","Morocco","NMC 111",0.000142914134893746,0.000420088579934584
"2019","Morocco","NMC 532",0.0654249237032922,0.192313120820965
"2019","Morocco","NMC 622",0.0500418973318554,0.147095524197106
"2019","Netherlands","NMC 811",1018.59569224818,0.254421203363974
"2019","Netherlands","LFP",0.35,8.74217531598343e-05
"2019","Netherlands","LMO",2.7183,0.000678967290326793
"2019","Netherlands","NCA",2312.139,0.577517842654932
"2019","Netherlands","NMC 111",118.952559724095,0.0297115466112293
"2019","Netherlands","NMC 532",312.104033418716,0.0779562336277705
"2019","Netherlands","NMC 622",238.720614609008,0.0596267846986075
"2019","New Zealand","NMC 811",35.646662554621,0.290929752899744
"2019","New Zealand","LFP",1.33,0.010854776958818
"2019","New Zealand","NCA",62.316,0.508591188696015
"2019","New Zealand","NMC 111",3.85458608968693,0.0314591520842962
"2019","New Zealand","NMC 532",10.9806359523128,0.0896183113746868
"2019","New Zealand","NMC 622",8.39881540337919,0.0685468179864405
"2019","Norway","NMC 811",1203.77207516175,0.318639331154692
"2019","Norway","LFP",7.14,0.00188996311792563
"2019","Norway","LMO",11.523,0.00305014635964383
"2019","Norway","NCA",1563.025,0.413733837870546
"2019","Norway","NMC 111",348.588140067648,0.0922715305425975
"2019","Norway","NMC 532",364.786874778723,0.0965593472318123
"2019","Norway","NMC 622",279.01640999188,0.0738558437227827
"2019","Peru","NMC 811",0.362617525319442,0.647531295213288
"2019","Peru","NMC 111",0.000243999742501517,0.000435713825895566
