"Year","c","chemistry","MWh","unit","share_units","kwh_veh","kwh_veh_total"
"2015","France","NMC 811",210.961422273941,9629.43789111681,0.43871875215804,10.5732758353596,24.1003508132489
"2015","France","LFP",0.12,2,9.11203243883548e-05,0.00219603178397639,24.1003508132489
"2015","France","LMO",122.6178,5625,0.256275912342248,6.1763393924336,24.1003508132489
"2015","France","NCA",62.868,804,0.0366303704041186,0.882804777158509,24.1003508132489
"2015","France","NMC 111",17.7213526887655,653.479500304893,0.0297726320244609,0.717530876423277,24.1003508132489
"2015","France","NMC 532",64.984781518403,2966.26231826725,0.135143392330733,3.25700316526319,24.1003508132489
"2015","France","NMC 622",49.7052435188906,2268.82029031104,0.103367820416012,2.4912007348268,24.1003508132489
"2015","Germany","NMC 811",86.4124038149181,3957.06374504841,0.279710450628996,8.65341528021279,30.937046723687
"2015","Germany","LMO",30.7685,1583,0.111896515162225,3.46174771779151,30.937046723687
"2015","Germany","NCA",148.05,2067,0.146108715628755,4.5201721621447,30.937046723687
"2015","Germany","NMC 111",125.457045574352,4388.66264719005,0.310218607986856,9.5972475698465,30.937046723687
"2015","Germany","NMC 532",26.6185690343922,1218.93813643542,0.0861623055372463,2.66560727222638,30.937046723687
"2015","Germany","NMC 622",20.3598815763377,932.335471326124,0.0659034050559217,2.03885672146512,30.937046723687
"2015","Greece","NMC 811",0.48435340881954,22.0160640372518,0.647531295213288,14.2456884946923,22
"2015","Greece","NMC 111",0.000325913941769883,0.0148142700804492,0.000435713825895566,0.00958570416970245,22
"2015","Greece","NMC 532",0.149200740640435,6.78185184729249,0.19946623080272,4.38825707765985,22
"2015","Greece","NMC 622",0.114119936598256,5.18726984537526,0.152566760158096,3.35646872347811,22
"2015","Hungary","NMC 811",1.36473695779153,60.2204104548358,0.273729138431072,7.36567784817319,26.9086363636364
"2015","Hungary","LMO",2.7425,110,0.5,13.4543181818182,26.9086363636364
"2015","Hungary","NCA",0.935,11,0.05,1.34543181818182,26.9086363636364
"2015","Hungary","NMC 111",0.135718310459457,6.04052138580829,0.0274569153900377,0.738828151897655,26.9086363636364
"2015","Hungary","NMC 532",0.420395028039813,18.550359464653,0.0843198157484226,2.26893126022312,26.9086363636364
"2015","Hungary","NMC 622",0.321549703709203,14.1887086947029,0.0644941304304678,1.73544910334239,26.9086363636364
"2015","India","LFP",3.75,375,1,10,10
"2015","Ireland","NMC 811",1.44101614436765,63.4580669309023,0.123459274184635,3.03577708266961,24.5892996108949
"2015","Ireland","LMO",10.2435,414,0.805447470817121,19.8053891807597,24.5892996108949
"2015","Ireland","NCA",0.17,2,0.00389105058365759,0.0956782086027041,24.5892996108949
"2015","Ireland","NMC 111",0.000969637548147992,0.0426999549377655,8.30738422913725e-05,0.00204272759793079,24.5892996108949
"2015","Ireland","NMC 532",0.443892150028374,19.5476906186666,0.0380305264954603,0.935144010356951,24.5892996108949
"2015","Ireland","NMC 622",0.339522068055826,14.9515424954934,0.0290886040768354,0.715268400908005,24.5892996108949
"2015","Israel","LMO",0.075,3,1,25,25
"2015","Italy","NMC 811",11.9872288432474,587.958416053666,0.311914279073563,7.53846343632145,24.1683819628647
"2015","Italy","LMO",11.5054,679,0.360212201591512,8.70574607574809,24.1683819628647
"2015","Italy","NCA",13.63,214,0.113527851458886,2.74378447748172,24.1683819628647
"2015","Italy","NMC 111",1.91786602148774,84.3956281539132,0.0447722165272749,1.08207203035526,24.1683819628647
"2015","Italy","NMC 532",3.69255875786612,181.11533756887,0.0960824071983395,2.32215631708097,24.1683819628647
"2015","Italy","NMC 622",2.8243463773987,138.530618223551,0.0734910441504249,1.77615962587722,24.1683819628647
"2015","Japan","NMC 811",39.8464857822449,2004.75688998034,0.158266115890135,4.14376850091412,26.182284676719
"2015","Japan","LMO",226.425,9057,0.715007499802637,18.7205299058218,26.182284676719
"2015","Japan","NCA",43.69,514,0.0405778795294861,1.06242159341861,26.182284676719
"2015","Japan","NMC 111",0.0268120859903095,1.34897000497267,0.000106494829476014,0.00278827794193965,26.182284676719
"2015","Japan","NMC 532",12.2743539786762,617.547450565222,0.0487524631376981,1.27645086856246,26.182284676719
"2015","Japan","NMC 622",9.38834815308859,472.346689449465,0.037289546810568,0.976325530060131,26.182284676719
"2015","Malaysia","NMC 811",0.0854741309681541,3.88518777127973,0.105005074899452,0.964911499076047,9.18918918918919
"2015","Malaysia","LMO",0.208,31,0.837837837837838,7.6990504017531,9.18918918918919
"2015","Malaysia","NMC 111",5.75142250182147e-05,0.0026142829553734,7.06562960911728e-05,0.000649274072189156,9.18918918918919
"2015","Malaysia","NMC 532",0.0263295424659591,1.19679738481632,0.032345875265306,0.297232367302812,9.18918918918919
"2015","Malaysia","NMC 622",0.0201388123408687,0.915400560948575,0.0247405557013128,0.227345646985037,9.18918918918919
"2015","Mexico","NMC 811",1.76258018557057,80.2938806064478,0.37520504956284,8.65110633435965,23.0570093457944
"2015","Mexico","LMO",2.2122,90,0.420560747663551,9.69687308935278,23.0570093457944
"2015","Mexico","NMC 111",0.00118601303408773,0.0540285144110502,0.00025246969350958,0.00582119608278024,23.0570093457944
"2015","Mexico","NMC 532",0.542947080245005,24.7338126195373,0.115578563642698,2.66489602208317,23.0570093457944
"2015","Mexico","NMC 622",0.415286721150337,18.9182782596039,0.0884031694374013,2.03831270391601,23.0570093457944
"2015","Morocco","LMO",0.1525,25,1,6.1,6.1
"2015","Netherlands","NMC 811",17.8104777811005,821.06968233045,0.198902539324237,10.1945839009477,51.2541666666667
"2015","Netherlands","LMO",15.9684,692,0.167635658914729,8.59202600129199,51.2541666666667
"2015","Netherlands","NCA",164.739,2034,0.492732558139535,25.2545966569767,51.2541666666667
"2015","Netherlands","NMC 111",3.37658439592402,134.552485131236,0.0325950787624117,1.67063359940178,51.2541666666667
"2015","Netherlands","NMC 532",5.48635857147498,252.923180657849,0.0612701503531612,3.14035049789265,51.2541666666667
"2015","Netherlands","NMC 622",4.19637925150046,193.454651880466,0.0468640145059267,2.40197601015585,51.2541666666667
"2015","New Zealand","NMC 811",0.641055982261155,29.138908284598,0.288504042421762,10.426136186529,36.1386138613861
"2015","New Zealand","LMO",0.875,35,0.346534653465347,12.5232820311734,36.1386138613861
"2015","New Zealand","NCA",1.785,21,0.207920792079208,7.51396921870405,36.1386138613861
"2015","New Zealand","NMC 111",0.00043135668763661,0.0196071221653005,0.000194129922428717,0.00701558630559227,36.1386138613861
"2015","New Zealand","NMC 532",0.197471568494693,8.97598038612241,0.0888710929319051,3.21167811090548,36.1386138613861
"2015","New Zealand","NMC 622",0.151041092556515,6.86550420711431,0.0679752891793496,2.45653272776858,36.1386138613861
"2015","Norway","NMC 811",222.564794565386,9782.90280808236,0.369738191469155,12.120902191379,32.782391624778
"2015","Norway","LMO",88.3446,3587,0.135568237650705,4.44425105854637,32.782391624778
"2015","Norway","NCA",381.171,5391,0.20374919687063,6.67938596504698,32.782391624778
"2015","Norway","NMC 111",54.3106604190973,2379.58276448163,0.0899347203024162,2.94827522161868,32.782391624778
"2015","Norway","NMC 532",68.5590966946492,3013.5358149675,0.113894546844835,3.73373563859401,32.782391624778
"2015","Norway","NMC 622",52.4391483208676,2304.97861246851,0.087115106862259,2.85584154959296,32.782391624778
"2015","Poland","NMC 811",1.06324638674022,47.9173158457833,0.392764883981831,13.0233752882926,33.1581967213115
"2015","Poland","LMO",0.6183,27,0.221311475409836,7.33828943832303,33.1581967213115
"2015","Poland","NCA",1.785,21,0.172131147540984,5.70755845202902,33.1581967213115
"2015","Poland","NMC 111",0.000715442102120519,0.0322428231162719,0.000264285435379278,0.00876322845688354,33.1581967213115
"2015","Poland","NMC 532",0.327523550978067,14.7605010794013,0.120987713765584,4.01173441390097,33.1581967213115
"2015","Poland","NMC 622",0.250514620179593,11.2899402516991,0.092540493866386,3.06847590030895,33.1581967213115
"2015","Portugal","NMC 811",6.30449419645562,300.454520978966,0.368204069827164,8.14872607426688,22.1310049019608
"2015","Portugal","LMO",6.2403,297,0.363970588235294,8.05503487240484,22.1310049019608
"2015","Portugal","NCA",1.581,30,0.0367647058823529,0.813639886101499,22.1310049019608
"2015","Portugal","NMC 111",0.505642196951684,25.2021712152155,0.0308850137441367,0.683516390568615,22.1310049019608
"2015","Portugal","NMC 532",1.94204311634144,92.5523310924622,0.113421974378017,2.51014227094997,22.1310049019608
"2015","Portugal","NMC 622",1.48542049025125,70.7909767133565,0.0867536479330349,1.91994540766898,22.1310049019608
"2015","Rest of EU","NMC 811",2.85975721217997,132.096384223511,0.357017254658137,12.2690426930518,34.3654054054054
"2015","Rest of EU","LMO",0.8795,47,0.127027027027027,4.36533528122717,34.3654054054054
"2015","Rest of EU","NCA",6.63,78,0.210810810810811,7.24459897735573,34.3654054054054
"2015","Rest of EU","NMC 111",0.791224286540685,41.0888856204827,0.111051042217521,3.81631408649789,34.3654054054054
"2015","Rest of EU","NMC 532",0.880922661717134,40.6911110837549,0.10997597590204,3.77936899672871,34.3654054054054
"2015","Rest of EU","NMC 622",0.673795839562214,31.1236190722516,0.0841178893844636,2.89074537054414,34.3654054054054
"2015","Rest of South America","LMO",0.1965,27,1,7.27777777777778,7.27777777777778
"2015","Rest of South Asia/Oceania","NMC 811",0.258623999308187,11.6555633138392,0.0036978310005835,0.0929847291902436,25.1457487309645
"2015","Rest of South Asia/Oceania","LMO",77.9,3116,0.988578680203046,24.8585510931743,25.1457487309645
"2015","Rest of South Asia/Oceania","NCA",0.96,18,0.00571065989847716,0.143598818895102,25.1457487309645
"2015","Rest of South Asia/Oceania","NMC 111",0.000174024102062689,0.00784284886612019,2.48821347275387e-06,6.25679907748692e-05,25.1457487309645
"2015","Rest of South Asia/Oceania","NMC 532",0.0796668125826065,3.59039215444896,0.00113908380534548,0.0286431151527284,25.1457487309645
"2015","Rest of South Asia/Oceania","NMC 622",0.0609351640071435,2.74620168284572,0.00087125687907542,0.0219084065613548,25.1457487309645
"2015","Romania","NMC 811",0.31625428458217,14.2456884946923,0.197856784648505,7.66090478115419,38.7194444444444
"2015","Romania","LMO",0.1098,18,0.25,9.67986111111111,38.7194444444444
"2015","Romania","NCA",2.04,24,0.333333333333333,12.9064814814815,38.7194444444444
"2015","Romania","NMC 111",0.149812802632567,8.0095857041697,0.111244245891246,4.30731539855021,38.7194444444444
"2015","Romania","NMC 532",0.0974193071240486,4.38825707765985,0.0609480149674978,2.3598732795332,38.7194444444444
"2015","Romania","NMC 622",0.074513605661214,3.35646872347811,0.0466176211594182,1.80500839261425,38.7194444444444
"2015","Russia","NMC 811",0.322470585016218,19.4259388563987,0.173445882646417,10.9147016151066,62.9285714285714
"2015","Russia","LMO",0.175,7,0.0625,3.93303571428571,62.9285714285714
"2015","Russia","NCA",6.375,75,0.669642857142857,42.1396683673469,62.9285714285714
"2015","Russia","NMC 111",0.000216985485295992,0.013071414776867,0.000116709060507741,0.00734433445052284,62.9285714285714
"2015","Russia","NMC 532",0.0993341829397547,5.98398692408161,0.0534284546793001,3.36217632660453,62.9285714285714
"2015","Russia","NMC 622",0.0759782465587317,4.57700280474288,0.0408660964709185,2.57164507077709,62.9285714285714
"2015","Slovakia","LMO",0.375,15,1,25,25
"2015","South Africa","NMC 811",1.16814645656477,53.0975662074896,0.478356452319727,10.8987699812305,22.7837837837838
"2015","South Africa","LMO",0.725,29,0.261261261261261,5.95252008765522,22.7837837837838
"2015","South Africa","NMC 111",0.000786027741915601,0.0357285337234364,0.000321878682193121,0.00733361429969732,22.7837837837838
"2015","South Africa","NMC 532",0.359837080368107,16.3562309258231,0.147353431764172,3.35726872911343,22.7837837837838
"2015","South Africa","NMC 622",0.275230435325205,12.5104743329639,0.112706975972647,2.56789137148491,22.7837837837838
"2015","South Korea","NMC 811",7.08593496351901,335.421210920483,0.111993726517691,2.76138014220901,24.6565609348915
"2015","South Korea","LMO",24.696,1113,0.371619365609349,9.16285553273263,24.6565609348915
"2015","South Korea","NMC 111",38.2121680163968,1364.22569976181,0.455501068367884,11.2310898481209,24.6565609348915
"2015","South Korea","NMC 532",2.18275896367417,103.323507555809,0.0344986669635423,0.850618484159108,24.6565609348915
"2015","South Korea","NMC 622",1.66953805641004,79.0295817618936,0.0263871725415338,0.650616927669823,24.6565609348915
"2015","Spain","NMC 811",16.9148124935615,804.881399950117,0.369890349241782,7.87687958192576,21.2951746323529
"2015","Spain","LFP",0.12,2,0.000919117647058824,0.019572770801795,21.2951746323529
"2015","Spain","LMO",15.8851,802,0.368566176470588,7.84868109151979,21.2951746323529
"2015","Spain","NCA",1.242,24,0.0110294117647059,0.23487324962154,21.2951746323529
"2015","Spain","NMC 111",2.98058171656004,105.541592285588,0.0485025699841857,1.03287069793116,21.2951746323529
"2015","Spain","NMC 532",5.21045688102866,247.936524887781,0.113941417687399,2.42640238751104,21.2951746323529
"2015","Spain","NMC 622",3.98534890884978,189.640482876513,0.0871509572042799,1.85589485304186,21.2951746323529
"2015","Sweden","NMC 811",19.7889449004952,863.806747814527,0.240280041116697,9.69063107467153,40.3305702364395
"2015","Sweden","LMO",24.6599,1034,0.287621696801113,11.5999470443612,40.3305702364395
"2015","Sweden","NCA",85.332,1020,0.283727399165508,11.4428878000468,40.3305702364395
"2015","Sweden","NMC 111",4.44921567594766,207.581242243745,0.0577416529189832,2.32875378861716,40.3305702364395
"2015","Sweden","NMC 532",6.09580769306961,266.087951890829,0.074016120136531,2.98511233179511,40.3305702364395
"2015","Sweden","NMC 622",4.6625317304875,203.5240580509,0.0566130898611682,2.28323819694771,40.3305702364395
"2015","Switzerland","NMC 811",24.955597105002,1152.60570547965,0.279758666378557,12.8007380346488,45.756359223301
"2015","Switzerland","LMO",6.488,376,0.0912621359223301,4.17582307474786,45.756359223301
"2015","Switzerland","NCA",137.244,1734,0.420873786407767,19.2576521585446,45.756359223301
"2015","Switzerland","NMC 111",6.26139223656449,230.775570610094,0.0560134880121588,2.5629732788344,45.756359223301
"2015","Switzerland","NMC 532",7.68734874864452,355.049890828842,0.0861771579681655,3.94315299683454,45.756359223301
"2015","Switzerland","NMC 622",5.87986190978895,271.568833081411,0.065914765311022,3.0160196796907,45.756359223301
"2015","Thailand","NMC 111",1.02,34,1,30,30
"2015","Turkey","NMC 811",1.69523693086839,77.0562241303813,0.550401600931295,10.7961274022674,19.615
"2015","Turkey","LMO",0.1281,21,0.15,2.94225,19.615
"2015","Turkey","NMC 111",0.00114069879619459,0.0518499452815723,0.000370356752011231,0.00726454769070029,19.615
"2015","Turkey","NMC 532",0.522202592241522,23.7364814655237,0.169546296182312,3.32565059961605,19.615
"2015","Turkey","NMC 622",0.399419778093895,18.1554444588134,0.129681746134381,2.54370745042589,19.615
"2015","United Arab Emirates","NMC 811",0.455862031830155,20.7210014468252,0.647531295213288,14.2456884946923,22
"2015","United Arab Emirates","NMC 111",0.000306742533430478,0.0139428424286581,0.000435713825895566,0.00958570416970245,22
"2015","United Arab Emirates","NMC 532",0.140424226485115,6.38291938568705,0.19946623080272,4.38825707765985,22
"2015","United Arab Emirates","NMC 622",0.107406999151299,4.88213632505907,0.152566760158096,3.35646872347811,22
"2015","United Kingdom","NMC 811",73.8983435098852,3318.5978879681,0.267262453730217,8.25400172245232,30.8835064830474
"2015","United Kingdom","LMO",134.8336,5479,0.441249899331562,13.6273441266503,30.8835064830474
"2015","United Kingdom","NCA",130.074,1653,0.133123942981396,4.11133415611479,30.8835064830474
"2015","United Kingdom","NMC 111",4.49942505609545,162.233033357715,0.0130653969040601,0.403505269990129,30.8835064830474
"2015","United Kingdom","NMC 532",22.763724551145,1022.26443286394,0.0823278112961215,2.54257149389888,30.8835064830474
"2015","United Kingdom","NMC 622",17.4114068828744,781.904645810241,0.0629704957566434,1.94474971394101,30.8835064830474
"2015","United States","NMC 811",394.692729015314,17661.4160769424,0.246320359227102,10.9433188230611,44.4271795372449
"2015","United States","LMO",431.725,17269,0.240847407985942,10.7001710356715,44.4271795372449
"2015","United States","NCA",2113.7636,26142,0.36459742541945,16.1980352779272,44.4271795372449
"2015","United States","NMC 111",30.7155826525817,1026.8840946013,0.0143217541540746,0.636275143091355,44.4271795372449
"2015","United States","NMC 532",121.581569205844,5440.44144514419,0.075876786169568,3.37099160186454,44.4271795372449
"2015","United States","NMC 622",92.9947191262609,4161.25838331206,0.0580362670438636,2.57838765562922,44.4271795372449
"2015","Western Europe non EU","NMC 811",1.6218068819912,67.343254702182,0.254125489442196,7.47061811472279,29.397358490566
"2015","Western Europe non EU","LMO",2.325,93,0.350943396226415,10.3168088287647,29.397358490566
"2015","Western Europe non EU","NCA",1.615,19,0.0716981132075472,2.10773513705945,29.397358490566
"2015","Western Europe non EU","NMC 111",1.34679128884834,49.0453142378931,0.185076657501484,5.44076484880682,29.397358490566
"2015","Western Europe non EU","NMC 532",0.499583121668493,20.7444880034829,0.0782810868055959,2.30125717185522,29.397358490566
"2015","Western Europe non EU","NMC 622",0.382118707491967,15.866943056442,0.0598752568167621,1.76017438935706,29.397358490566
"2016","Australia","NMC 811",1.54889485815019,59.5728791596225,0.102008354725381,7.07595624987189,69.3664383561644
"2016","Australia","LMO",1.218,42,0.0719178082191781,4.98868221054607,69.3664383561644
"2016","Australia","NCA",36.9,450,0.770547945205479,53.450166541565,69.3664383561644
"2016","Australia","NMC 111",0.00104222747154219,0.0400856719823921,6.86398492849179e-05,0.00476130187419867,69.3664383561644
"2016","Australia","NMC 532",0.477123224080107,18.3508932338503,0.0314227623867299,2.1796851100795,69.3664383561644
"2016","Australia","NMC 622",0.364939690298165,14.0361419345448,0.0240344896139466,1.6671869422277,69.3664383561644
"2016","Austria","NMC 811",35.8610601664662,1420.68366169795,0.354020349289298,12.7279622608339,35.9526289558933
"2016","Austria","LMO",11.7462,480,0.11961126339397,4.30033937174902,35.9526289558933
"2016","Austria","NCA",68.218,1013,0.25242960378769,9.07550788246199,35.9526289558933
"2016","Austria","NMC 111",8.95663035453469,326.955956134015,0.08147419789036,2.92921160623114,35.9526289558933
"2016","Austria","NMC 532",11.0466792213316,437.628910381168,0.10905280597587,3.9207350698495,35.9526289558933
"2016","Austria","NMC 622",8.44933025766754,334.731471786862,0.0834117796628114,2.99887276476779,35.9526289558933
"2016","Belgium","NMC 811",13.9882300517155,549.106538340868,0.222761273160596,10.2115484640829,45.8407707910751
"2016","Belgium","LMO",15.5531,613,0.24868154158215,11.3997535476385,45.8407707910751
"2016","Belgium","NCA",74.598,955,0.387423935091278,17.7598118074956,45.8407707910751
"2016","Belgium","NMC 111",1.25341246435253,49.3694853243594,0.0200281887725596,0.918107610883288,45.8407707910751
"2016","Belgium","NMC 532",4.30894930429268,169.147363720707,0.0686196201706721,3.14557628001441,45.8407707910751
"2016","Belgium","NMC 622",3.29580817963925,129.376612614065,0.0524854412227445,2.40597308096027,45.8407707910751
"2016","Brazil","NMC 811",0.420895341888637,16.1882823803322,0.578152942154722,13.7992718300714,23.8678571428571
"2016","Brazil","LMO",0.0183,3,0.107142857142857,2.55727040816326,23.8678571428571
"2016","Brazil","NMC 111",0.000283213986832118,0.0108928456473891,0.00038903020169247,0.00928531727825276,23.8678571428571
"2016","Brazil","NMC 532",0.129653050021768,4.98665577006801,0.178094848931,4.25074241216384,23.8678571428571
"2016","Brazil","NMC 622",0.0991683941027623,3.8141690039524,0.136220321569728,3.25128717518034,23.8678571428571
"2016","Canada","NMC 811",9.04432861276208,386.576183242333,0.0745998037904927,4.16999946835436,55.8982632188344
"2016","Canada","LMO",39.8994,1379,0.266113469702817,14.8752807755254,55.8982632188344
"2016","Canada","NCA",214.558,2498,0.482053261289078,26.9459400850344,55.8982632188344
"2016","Canada","NMC 111",21.2460857892918,708.26012115406,0.136676982082991,7.64000592043095,55.8982632188344
"2016","Canada","NMC 532",2.78602463211391,119.081339789224,0.0229798031241266,1.28453108374942,55.8982632188344
"2016","Canada","NMC 622",2.13096096583219,91.0823558143832,0.0175766800104946,0.982505885739855,55.8982632188344
"2016","Chile","LMO",0.0061,1,1,6.1,6.1
"2016","China","NMC 811",3234.168160226,118796.738951125,0.414594760715458,14.5301825730891,35.04671054698
"2016","China","LFP",3141.3208,52918,0.184681210454496,6.47246892626462,35.04671054698
"2016","China","LMO",419.6802,18651,0.0650910702631772,2.28122789870671,35.04671054698
"2016","China","NCA",914.545,12689,0.0442839842673023,1.55200797848316,35.04671054698
"2016","China","NMC 111",574.196621895526,18897.9364942126,0.0659528664507991,2.31143102024478,35.04671054698
"2016","China","NMC 532",996.256609481644,36594.2741692979,0.12771221227729,4.47589293699665,35.04671054698
"2016","China","NMC 622",762.011908396832,27990.0503853644,0.0976838955714774,3.42349921319499,35.04671054698
"2016","Colombia","NMC 811",0.602204104548358,21.3685327420385,0.107921882535548,1.22169751270292,11.320202020202
"2016","Colombia","LFP",0.082,1,0.00505050505050505,0.0571727374757678,11.320202020202
"2016","Colombia","LMO",1.2294,164,0.828282828282828,9.37632894602591,11.320202020202
"2016","Colombia","NMC 111",0.000405213858082876,0.0143785562545537,7.26189709825943e-05,0.000822061422022156,11.320202020202
"2016","Colombia","NMC 532",0.18550359464653,6.58238561648977,0.0332443718004534,0.376333004815839,11.320202020202
"2016","Colombia","NMC 622",0.141887086947029,5.03470308521716,0.0254277933596826,0.287847757759559,11.320202020202
"2016","Czechia","NMC 811",1.80622379486795,67.9907859973953,0.307650615372829,11.9406025038934,38.8122171945701
"2016","Czechia","LMO",1.118,39,0.176470588235294,6.84921479904179,38.8122171945701
