"c","chemistry","share_units","bench_Region","year"
"Australia","NMC 111",1.33199169198848e-05,"Rest of the World",2039
"Australia","NMC 111",1.28525282531462e-05,"Rest of the World",2040
"Australia","NMC 111",1.19425791917485e-05,"Rest of the World",2041
"Australia","NMC 111",1.11122865917874e-05,"Rest of the World",2042
"Australia","NMC 111",1.03528945622383e-05,"Rest of the World",2043
"Australia","NMC 111",9.65683625767092e-06,"Rest of the World",2044
"Australia","NMC 111",9.01754061413117e-06,"Rest of the World",2045
"Australia","NMC 111",8.42927551724791e-06,"Rest of the World",2046
"Australia","NMC 111",7.8870196370441e-06,"Rest of the World",2047
"Australia","NMC 111",7.38635699960499e-06,"Rest of the World",2048
"Australia","NMC 111",6.92338972727099e-06,"Rest of the World",2049
"Australia","NMC 111",6.49466539866836e-06,"Rest of the World",2050
"Australia","NMC 532",0.0693038220584843,"Rest of the World",2024
"Australia","NMC 532",0.0603249241033882,"Rest of the World",2025
"Australia","NMC 532",0.0532232424747761,"Rest of the World",2026
"Australia","NMC 532",0.0470350322920483,"Rest of the World",2027
"Australia","NMC 532",0.0412505284976281,"Rest of the World",2028
"Australia","NMC 532",0.0359298983091937,"Rest of the World",2029
"Australia","NMC 532",0.0326465644987036,"Rest of the World",2030
"Australia","NMC 532",0.030621834383446,"Rest of the World",2031
"Australia","NMC 532",0.0287317602785384,"Rest of the World",2032
"Australia","NMC 532",0.0269465849807505,"Rest of the World",2033
"Australia","NMC 532",0.0253836966933556,"Rest of the World",2034
"Australia","NMC 532",0.0241417858753805,"Rest of the World",2035
"Australia","NMC 532",0.0231340142122908,"Rest of the World",2036
"Australia","NMC 532",0.0221301511570766,"Rest of the World",2037
"Australia","NMC 532",0.021137311288071,"Rest of the World",2038
"Australia","NMC 532",0.0200862054382576,"Rest of the World",2039
"Australia","NMC 532",0.019381391374019,"Rest of the World",2040
"Australia","NMC 532",0.0186408340968859,"Rest of the World",2041
"Australia","NMC 532",0.0179531835994045,"Rest of the World",2042
"Australia","NMC 532",0.0173129333424004,"Rest of the World",2043
"Australia","NMC 532",0.0167153148220557,"Rest of the World",2044
"Australia","NMC 532",0.0161561779265869,"Rest of the World",2045
"Australia","NMC 532",0.0156318938366342,"Rest of the World",2046
"Australia","NMC 532",0.0151392756645122,"Rest of the World",2047
"Australia","NMC 532",0.0146755131632687,"Rest of the World",2048
"Australia","NMC 532",0.0142381186789169,"Rest of the World",2049
"Australia","NMC 532",0.0138248821500969,"Rest of the World",2050
"Australia","NMC 622",0.0530087702338632,"Rest of the World",2024
"Australia","NMC 622",0.0461410344507871,"Rest of the World",2025
"Australia","NMC 622",0.0407091347583363,"Rest of the World",2026
"Australia","NMC 622",0.0359759266611227,"Rest of the World",2027
"Australia","NMC 622",0.0315515035420547,"Rest of the World",2028
"Australia","NMC 622",0.0274818858098599,"Rest of the World",2029
"Australia","NMC 622",0.0249705454192178,"Rest of the World",2030
"Australia","NMC 622",0.0234218796995307,"Rest of the World",2031
"Australia","NMC 622",0.0219762090139014,"Rest of the World",2032
"Australia","NMC 622",0.0206107728175001,"Rest of the World",2033
"Australia","NMC 622",0.0194153584281206,"Rest of the World",2034
"Australia","NMC 622",0.0184654517239068,"Rest of the World",2035
"Australia","NMC 622",0.0176946322373301,"Rest of the World",2036
"Australia","NMC 622",0.0169268023477289,"Rest of the World",2037
"Australia","NMC 622",0.016167403819164,"Rest of the World",2038
"Australia","NMC 622",0.0153634390906789,"Rest of the World",2039
"Australia","NMC 622",0.0148243443383391,"Rest of the World",2040
"Australia","NMC 622",0.0142579104912212,"Rest of the World",2041
"Australia","NMC 622",0.0137319437243171,"Rest of the World",2042
"Australia","NMC 622",0.0132422322227341,"Rest of the World",2043
"Australia","NMC 622",0.012785128676472,"Rest of the World",2044
"Australia","NMC 622",0.0123574587682211,"Rest of the World",2045
"Australia","NMC 622",0.011956446904285,"Rest of the World",2046
"Australia","NMC 622",0.0115796555135158,"Rest of the World",2047
"Australia","NMC 622",0.0112249351078973,"Rest of the World",2048
"Australia","NMC 622",0.0108903829427512,"Rest of the World",2049
"Australia","NMC 622",0.0105743085970972,"Rest of the World",2050
"Austria","NMC 721",0.185688879589915,"Europe",2024
"Austria","NMC 721",0.1900704003971,"Europe",2025
"Austria","NMC 721",0.193279889373774,"Europe",2026
"Austria","NMC 721",0.19701106733511,"Europe",2027
"Austria","NMC 721",0.20041891286211,"Europe",2028
"Austria","NMC 721",0.201473686911912,"Europe",2029
"Austria","NMC 721",0.200725426706368,"Europe",2030
"Austria","NMC 721",0.19956679357548,"Europe",2031
"Austria","NMC 721",0.198226076646147,"Europe",2032
"Austria","NMC 721",0.196710718101872,"Europe",2033
"Austria","NMC 721",0.195182683863623,"Europe",2034
"Austria","NMC 721",0.19256982502071,"Europe",2035
"Austria","NMC 721",0.188864342806614,"Europe",2036
"Austria","NMC 721",0.185041929988143,"Europe",2037
"Austria","NMC 721",0.181264239035392,"Europe",2038
"Austria","NMC 721",0.177630992483928,"Europe",2039
"Austria","NMC 721",0.175123231289037,"Europe",2040
"Austria","NMC 721",0.171169525182282,"Europe",2041
"Austria","NMC 721",0.167142922125607,"Europe",2042
"Austria","NMC 721",0.163066010781235,"Europe",2043
"Austria","NMC 721",0.158958569050637,"Europe",2044
"Austria","NMC 721",0.154837862559548,"Europe",2045
"Austria","NMC 721",0.150718922642488,"Europe",2046
"Austria","NMC 721",0.146614800869428,"Europe",2047
"Austria","NMC 721",0.142536799090517,"Europe",2048
"Austria","NMC 721",0.13849467529474,"Europe",2049
"Austria","NMC 721",0.134496826431752,"Europe",2050
"Austria","NMCA 89:4:4:3",0.0916204623914636,"Europe",2024
