"Powertrain","Country","chemistry","share_units","year","ratio2024"
"BEV","Algeria","NMC 811",0.421092536074077,2022,0.915486817373781
"BEV","Algeria","NMC 811",0.435531081043072,2023,0.888992420748176
"BEV","Algeria","NMC 811",0.504405664633227,2024,1
"BEV","Algeria","NMC 811",0.587963806651817,2025,1.18746411914938
"BEV","Algeria","NMC 811",0.653626159893665,2026,1.34315936097992
"BEV","Algeria","NMC 811",0.682686110450569,2027,1.41089517713085
"BEV","Algeria","NMC 811",0.711575903901043,2028,1.48212803024089
"BEV","Algeria","NMC 811",0.734897959855032,2029,1.54756086230936
"BEV","Algeria","NMC 811",0.756449639158132,2030,1.61323796724091
"BEV","Algeria","NMC 811",0.776331600372172,2031,1.65378092305534
"BEV","Algeria","NMC 811",0.794284533816893,2032,1.69150362841649
"BEV","Algeria","NMC 811",0.811342145986145,2033,1.72003069178444
"BEV","Algeria","NMC 811",0.828634150178291,2034,1.74948671634458
"BEV","Algeria","NMC 811",0.845861873471004,2035,1.78438223184772
"BEV","Algeria","NMC 811",0.860176992241637,2036,1.81102907113152
"BEV","Algeria","NMC 811",0.873730111627501,2037,1.83561936395619
"BEV","Algeria","NMC 811",0.886945814826977,2038,1.85797093507114
"BEV","Algeria","NMC 811",0.900194868756741,2039,1.87772671108129
"BEV","Algeria","NMC 811",0.913226827325545,2040,1.89967810941871
"BEV","Algeria","NMC 811",0.922886545082067,2041,1.914205585471
"BEV","Algeria","NMC 811",0.931522091297445,2042,1.92577482445329
"BEV","Algeria","NMC 811",0.939227731574955,2043,1.93431685781573
"BEV","Algeria","NMC 811",0.946092426539306,2044,1.93975871778864
"BEV","Algeria","NMC 811",0.952199324449581,2045,1.94202512848511
"BEV","Algeria","NMC 811",0.957625493106175,2046,1.94104058126611
"BEV","Algeria","NMC 811",0.962441847756697,2047,1.93673178426563
"BEV","Algeria","NMC 811",0.966713232832807,2048,1.92903046020262
"BEV","Algeria","NMC 811",0.970498619114021,2049,1.91787644953352
"BEV","Algeria","NMC 811",0.97385138299924,2050,1.90322105736169
"BEV","Algeria","NMC 111",0.0278898846671234,2022,2.0391583266382
"BEV","Algeria","NMC 111",0.0207057592326375,2023,1.42134577233358
"BEV","Algeria","NMC 111",0.0149985846285957,2024,1
"BEV","Algeria","NMC 111",0.0115568121602545,2025,0.784942120917035
"BEV","Algeria","NMC 111",0.0085364889989501,2026,0.589938962288129
"BEV","Algeria","NMC 111",0.00644387450511998,2027,0.447868412189118
"BEV","Algeria","NMC 111",0.00404081649836145,2028,0.283050087597245
"BEV","Algeria","NMC 111",0.00331763003564405,2029,0.234951557130523
"BEV","Algeria","NMC 111",0.00260722391285255,2030,0.186993462092532
"BEV","Algeria","NMC 111",0.00207248157092107,2031,0.148474225382092
"BEV","Algeria","NMC 111",0.00157884607481083,2032,0.113074921942537
"BEV","Algeria","NMC 111",0.00113781995830553,2033,0.0811213901924757
"BEV","Algeria","NMC 111",0.000698171146418257,2034,0.0495723372254594
"BEV","Algeria","NMC 111",0.000519566412562399,2035,0.0368603271710418
"BEV","Algeria","NMC 111",0.00041364218481861,2036,0.0292881608098585
"BEV","Algeria","NMC 111",0.000313969337765347,2037,0.0221831002286123
"BEV","Algeria","NMC 111",0.000220891903034845,2038,0.0155614944122686
"BEV","Algeria","NMC 111",0.000133625280244326,2039,0.00937376707033567
"BEV","Algeria","NMC 111",4.95613623841791e-05,2040,0.00346716308946823
"BEV","Algeria","NMC 111",3.1910388954238e-05,2041,0.00222588149949233
"BEV","Algeria","NMC 111",2.05208880227732e-05,2042,0.00142671810989412
"BEV","Algeria","NMC 111",1.31823581621674e-05,2043,0.000913018324782449
"BEV","Algeria","NMC 111",8.46008982986304e-06,2044,0.000583336025251147
"BEV","Algeria","NMC 111",5.42485938852012e-06,2045,0.000372087550277645
"BEV","Algeria","NMC 111",3.47596603483487e-06,2046,0.000236943128100393
"BEV","Algeria","NMC 111",2.22573539208484e-06,2047,0.00015062539218405
"BEV","Algeria","NMC 111",1.42434732828012e-06,2048,9.55843969461224e-05
"BEV","Algeria","NMC 111",9.11029357097145e-07,2049,6.05463202535383e-05
"BEV","Algeria","NMC 111",5.82437519815451e-07,2050,3.82803209108023e-05
"BEV","Algeria","NMC 622",0.407192125095188,2022,1.31228151740801
"BEV","Algeria","NMC 622",0.374203215079674,2023,1.13224264953972
"BEV","Algeria","NMC 622",0.340272510188036,2024,1
"BEV","Algeria","NMC 622",0.296462966630363,2025,0.887551256536353
"BEV","Algeria","NMC 622",0.265335706713372,2026,0.808252219159989
"BEV","Algeria","NMC 622",0.250067700553438,2027,0.766098078129924
"BEV","Algeria","NMC 622",0.234711761992158,2028,0.724690272248774
"BEV","Algeria","NMC 622",0.221063206795753,2029,0.690065399746081
"BEV","Algeria","NMC 622",0.20788425722628,2030,0.657193269162947
"BEV","Algeria","NMC 622",0.192903478102176,2031,0.609149457799787
"BEV","Algeria","NMC 622",0.17837055524645,2032,0.563083863952814
"BEV","Algeria","NMC 622",0.163531270740632,2033,0.513908808674667
"BEV","Algeria","NMC 622",0.148275890139842,2034,0.464057132107058
"BEV","Algeria","NMC 622",0.133297671929648,2035,0.416834920381327
"BEV","Algeria","NMC 622",0.120078837505366,2036,0.374763395268579
"BEV","Algeria","NMC 622",0.107808568135055,2037,0.335746655743773
"BEV","Algeria","NMC 622",0.0958309087643892,2038,0.297577796769361
"BEV","Algeria","NMC 622",0.0839008059852311,2039,0.259426940755945
"BEV","Algeria","NMC 622",0.0722879543817527,2040,0.222905293798274
"BEV","Algeria","NMC 622",0.0636635675123809,2041,0.19574213752669
"BEV","Algeria","NMC 622",0.0560004089956449,2042,0.17161554952401
"BEV","Algeria","NMC 622",0.0492067101565476,2043,0.150222204224165
"BEV","Algeria","NMC 622",0.0431958845750545,2044,0.131283337454857
"BEV","Algeria","NMC 622",0.0378871605238031,2045,0.114543941796782
"BEV","Algeria","NMC 622",0.033205901167633,2046,0.0997716782589567
"BEV","Algeria","NMC 622",0.0290836864021001,2047,0.0867556014967581
"BEV","Algeria","NMC 622",0.0254582180195635,2048,0.0753047747165289
"BEV","Algeria","NMC 622",0.022273098756065,2049,0.065246833161613
"BEV","Algeria","NMC 622",0.0194775258414603,2050,0.0564265409815734
"BEV","Algeria","NMC 532",0.143825454163611,2022,1.12398536180244
"BEV","Algeria","NMC 532",0.169559944644616,2023,1.24409206727784
"BEV","Algeria","NMC 532",0.140323240550141,2024,1
"BEV","Algeria","NMC 532",0.104016414557566,2025,0.755130708713295
"BEV","Algeria","NMC 532",0.0725016443940125,2026,0.535545438025948
"BEV","Algeria","NMC 532",0.060802314490873,2027,0.451693814060249
"BEV","Algeria","NMC 532",0.0496715176084374,2028,0.37189665016137
"BEV","Algeria","NMC 532",0.0407212033135705,2029,0.308241882827897
"BEV","Algeria","NMC 532",0.0330588797027353,2030,0.253429342165341
"BEV","Algeria","NMC 532",0.028692439954731,2031,0.219709352740119
"BEV","Algeria","NMC 532",0.0257660648618464,2032,0.197240126782256
"BEV","Algeria","NMC 532",0.0239887633149179,2033,0.182805967701625
"BEV","Algeria","NMC 532",0.022391788535449,2034,0.169936611904538
"BEV","Algeria","NMC 532",0.0203208881867855,2035,0.15409249105644
"BEV","Algeria","NMC 532",0.0193305280681779,2036,0.146295735825421
"BEV","Algeria","NMC 532",0.0181473508996787,2037,0.137046804559558
"BEV","Algeria","NMC 532",0.0170023845055992,2038,0.128027130075728
"BEV","Algeria","NMC 532",0.0157706999777838,2039,0.118248916668405
"BEV","Algeria","NMC 532",0.0144356569303183,2040,0.107941452855695
"BEV","Algeria","NMC 532",0.0134179770165976,2041,0.100040915652479
"BEV","Algeria","NMC 532",0.0124569788188878,2042,0.0925710994557013
"BEV","Algeria","NMC 532",0.0115523759103354,2043,0.0855221029932087
"BEV","Algeria","NMC 532",0.01070322879581,2044,0.0788822528194897
"BEV","Algeria","NMC 532",0.00990809016722762,2045,0.0726385683382575
"BEV","Algeria","NMC 532",0.00916512976015759,2046,0.0667771506651163
"BEV","Algeria","NMC 532",0.00847224010581041,2047,0.0612835036867979
"BEV","Algeria","NMC 532",0.00782712480030136,2048,0.0561427950625988
"BEV","Algeria","NMC 532",0.00722737110055646,2049,0.0513400643882017
"BEV","Algeria","NMC 532",0.00667050872178018,2050,0.046860385260345
"BEV","Argentina","NMC 811",0.305606700873247,2022,0.915486817373781
"BEV","Argentina","NMC 811",0.302334500243098,2023,0.888992420748176
"BEV","Argentina","NMC 811",0.343023796862762,2024,1
"BEV","Argentina","NMC 811",0.405910095345918,2025,1.18746411914938
"BEV","Argentina","NMC 811",0.457222186821229,2026,1.34315936097992
"BEV","Argentina","NMC 811",0.480138408340425,2027,1.41089517713085
"BEV","Argentina","NMC 811",0.503148999998296,2028,1.48212803024089
"BEV","Argentina","NMC 811",0.524037642551274,2029,1.54756086230936
"BEV","Argentina","NMC 811",0.544323771458286,2030,1.61323796724091
"BEV","Argentina","NMC 811",0.560017415006016,2031,1.65378092305534
"BEV","Argentina","NMC 811",0.575957639816992,2032,1.69150362841649
"BEV","Argentina","NMC 811",0.5892192963818,2033,1.72003069178444
"BEV","Argentina","NMC 811",0.603773270513758,2034,1.74948671634458
"BEV","Argentina","NMC 811",0.619989154384436,2035,1.78438223184772
"BEV","Argentina","NMC 811",0.63336781422279,2036,1.81102907113152
"BEV","Argentina","NMC 811",0.645883703374667,2037,1.83561936395619
"BEV","Argentina","NMC 811",0.657627502259185,2038,1.85797093507114
"BEV","Argentina","NMC 811",0.668648571951095,2039,1.87772671108129
"BEV","Argentina","NMC 811",0.680208400277033,2040,1.89967810941871
"BEV","Argentina","NMC 811",0.690207184728151,2041,1.914205585471
"BEV","Argentina","NMC 811",0.699636410951338,2042,1.92577482445329
"BEV","Argentina","NMC 811",0.708538748022169,2043,1.93431685781573
"BEV","Argentina","NMC 811",0.716954811027434,2044,1.93975871778864
"BEV","Argentina","NMC 811",0.724922938311868,2045,1.94202512848511
"BEV","Argentina","NMC 811",0.73247905351342,2046,1.94104058126611
"BEV","Argentina","NMC 811",0.739656600612213,2047,1.93673178426563
"BEV","Argentina","NMC 811",0.746486539264247,2048,1.92903046020262
"BEV","Argentina","NMC 811",0.752997387987651,2049,1.91787644953352
"BEV","Argentina","NMC 811",0.759215303800999,2050,1.90322105736169
"BEV","Argentina","LFP",0.240645851518398,2022,0.842157242988723
"BEV","Argentina","LFP",0.276284924962256,2023,0.949058810219396
"BEV","Argentina","LFP",0.293628808864266,2024,1
"BEV","Argentina","LFP",0.28635893216903,2025,0.978649015627184
"BEV","Argentina","LFP",0.279376050265067,2026,0.958771257837829
"BEV","Argentina","LFP",0.276691445535619,2027,0.949838172331645
"BEV","Argentina","LFP",0.274035252208593,2028,0.943020487073641
"BEV","Argentina","LFP",0.268998051257568,2029,0.9280256368697
"BEV","Argentina","LFP",0.263411428049745,2030,0.912013637893936
"BEV","Argentina","LFP",0.26281147777843,2031,0.906663974894844
"BEV","Argentina","LFP",0.260163407611491,2032,0.892594464221044
"BEV","Argentina","LFP",0.260266349472231,2033,0.887570465395129
"BEV","Argentina","LFP",0.259076816582137,2034,0.876982455362227
"BEV","Argentina","LFP",0.255921645931581,2035,0.860471329270292
"BEV","Argentina","LFP",0.253622386910351,2036,0.84719347761622
"BEV","Argentina","LFP",0.251711282824379,2037,0.835711874506837
"BEV","Argentina","LFP",0.250467861227164,2038,0.826678308697495
"BEV","Argentina","LFP",0.250130801456079,2039,0.820591896440027
"BEV","Argentina","LFP",0.249036274899775,2040,0.812505342269004
"BEV","Argentina","LFP",0.24670669281939,2041,0.79931068987538
"BEV","Argentina","LFP",0.244148856238002,2042,0.785079038896709
"BEV","Argentina","LFP",0.241394144717876,2043,0.769868107852414
"BEV","Argentina","LFP",0.23847109425294,2044,0.753732531254131
"BEV","Argentina","LFP",0.235405517857685,2045,0.736724695224067
"BEV","Argentina","LFP",0.232220652635647,2046,0.718895612557341
"BEV","Argentina","LFP",0.228937324882619,2047,0.700295818144888
"BEV","Argentina","LFP",0.225574125637207,2048,0.680976262530857
"BEV","Argentina","LFP",0.222147590273567,2049,0.660989178768165
"BEV","Argentina","LFP",0.218672377002528,2050,0.640388895549681
"BEV","Argentina","NMC 111",0.0202410038428123,2022,2.0391583266382
"BEV","Argentina","NMC 111",0.0143734067262453,2023,1.42134577233358
"BEV","Argentina","NMC 111",0.0101998684939619,2024,1
"BEV","Argentina","NMC 111",0.00797842770727166,2025,0.784942120917035
"BEV","Argentina","NMC 111",0.0059714136418749,2026,0.589938962288129
"BEV","Argentina","NMC 111",0.00453202665334991,2027,0.447868412189118
"BEV","Argentina","NMC 111",0.00285722544732195,2028,0.283050087597245
"BEV","Argentina","NMC 111",0.00236572030092336,2029,0.234951557130523
"BEV","Argentina","NMC 111",0.00187609839415028,2030,0.186993462092532
"BEV","Argentina","NMC 111",0.0014950129190135,2031,0.148474225382092
"BEV","Argentina","NMC 111",0.00114486486915783,2032,0.113074921942537
"BEV","Argentina","NMC 111",0.000826316589811915,2033,0.0811213901924757
"BEV","Argentina","NMC 111",0.000508713135176233,2034,0.0495723372254594
"BEV","Argentina","NMC 111",0.000380825227940906,2035,0.0368603271710418
"BEV","Argentina","NMC 111",0.000304574115364512,2036,0.0292881608098585
"BEV","Argentina","NMC 111",0.000232094185519418,2037,0.0221831002286123
"BEV","Argentina","NMC 111",0.000163780682014291,2038,0.0155614944122686
"BEV","Argentina","NMC 111",9.92544569103494e-05,2039,0.00937376707033567
"BEV","Argentina","NMC 111",3.69153139331454e-05,2040,0.00346716308946823
"BEV","Argentina","NMC 111",2.3865100039709e-05,2041,0.00222588149949233
"BEV","Argentina","NMC 111",1.54125818162727e-05,2042,0.00142671810989412
"BEV","Argentina","NMC 111",9.94456534257104e-06,2043,0.000913018324782449
"BEV","Argentina","NMC 111",6.41110945939128e-06,2044,0.000583336025251147
"BEV","Argentina","NMC 111",4.13002289213761e-06,2045,0.000372087550277645
"BEV","Argentina","NMC 111",2.65873489121739e-06,2046,0.000236943128100393
"BEV","Argentina","NMC 111",1.71052399457587e-06,2047,0.00015062539218405
"BEV","Argentina","NMC 111",1.09986712883033e-06,2048,9.55843969461224e-05
"BEV","Argentina","NMC 111",7.06855952974441e-07,2049,6.05463202535383e-05
"BEV","Argentina","NMC 111",4.54068748344257e-07,2050,3.82803209108023e-05
"BEV","Argentina","NMC 622",0.329125532723212,2022,1.31228151740801
"BEV","Argentina","NMC 622",0.289303005594844,2023,1.13224264953972
"BEV","Argentina","NMC 622",0.257719948064163,2024,1
"BEV","Argentina","NMC 622",0.227943171015417,2025,0.887551256536353
"BEV","Argentina","NMC 622",0.206714263484568,2026,0.808252219159989
"BEV","Argentina","NMC 622",0.195875382604912,2027,0.766098078129924
"BEV","Argentina","NMC 622",0.184836233527309,2028,0.724690272248774
"BEV","Argentina","NMC 622",0.175561298331967,2029,0.690065399746081
"BEV","Argentina","NMC 622",0.166600292204458,2030,0.657193269162947
"BEV","Argentina","NMC 622",0.154978410412539,2031,0.609149457799787
"BEV","Argentina","NMC 622",0.14405040285974,2032,0.563083863952814
"BEV","Argentina","NMC 622",0.132266728541936,2033,0.513908808674667
"BEV","Argentina","NMC 622",0.120325720381805,2034,0.464057132107058
"BEV","Argentina","NMC 622",0.108813826447197,2035,0.416834920381327
"BEV","Argentina","NMC 622",0.0984717188326625,2036,0.374763395268579
"BEV","Argentina","NMC 622",0.0887579324820598,2037,0.335746655743773
"BEV","Argentina","NMC 622",0.0791344085515977,2038,0.297577796769361
"BEV","Argentina","NMC 622",0.0694071795929401,2039,0.259426940755945
"BEV","Argentina","NMC 622",0.0599661464200592,2040,0.222905293798274
"BEV","Argentina","NMC 622",0.0530272382152087,2041,0.19574213752669
"BEV","Argentina","NMC 622",0.046843282370413,2042,0.17161554952401
"BEV","Argentina","NMC 622",0.041342230533842,2043,0.150222204224165
"BEV","Argentina","NMC 622",0.0364567092873368,2044,0.131283337454857
"BEV","Argentina","NMC 622",0.0321242433256415,2045,0.114543941796782
"BEV","Argentina","NMC 622",0.0282873104950123,2046,0.0997716782589567
"BEV","Argentina","NMC 622",0.0248932710451783,2047,0.0867556014967581
"BEV","Argentina","NMC 622",0.0218942057238816,2048,0.0753047747165289
"BEV","Argentina","NMC 622",0.0192466906641517,2049,0.065246833161613
"BEV","Argentina","NMC 622",0.0169115312840569,2050,0.0564265409815734
"BEV","Argentina","NMC 532",0.104380911042331,2022,1.12398536180244
"BEV","Argentina","NMC 532",0.117704162473557,2023,1.24409206727784
"BEV","Argentina","NMC 532",0.0954275777148467,2024,1
"BEV","Argentina","NMC 532",0.0718093737623631,2025,0.755130708713295
"BEV","Argentina","NMC 532",0.0507160857872617,2026,0.535545438025948
"BEV","Argentina","NMC 532",0.042762736865694,2027,0.451693814060249
"BEV","Argentina","NMC 532",0.0351222888184795,2028,0.37189665016137
"BEV","Argentina","NMC 532",0.0290372875582675,2029,0.308241882827897
"BEV","Argentina","NMC 532",0.023788409893361,2030,0.253429342165341
"BEV","Argentina","NMC 532",0.020697683884001,2031,0.219709352740119
"BEV","Argentina","NMC 532",0.018683684842618,2032,0.197240126782256
"BEV","Argentina","NMC 532",0.0174213090142206,2033,0.182805967701625
"BEV","Argentina","NMC 532",0.0163154793871236,2034,0.169936611904538
"BEV","Argentina","NMC 532",0.0148945480088454,2035,0.15409249105644
"BEV","Argentina","NMC 532",0.0142335059188316,2036,0.146295735825421
"BEV","Argentina","NMC 532",0.0134149871333737,2037,0.137046804559558
"BEV","Argentina","NMC 532",0.0126064472800389,2038,0.128027130075728
"BEV","Argentina","NMC 532",0.0117141925429748,2039,0.118248916668405
"BEV","Argentina","NMC 532",0.0107522630892002,2040,0.107941452855695
"BEV","Argentina","NMC 532",0.0100350191372108,2041,0.100040915652479
"BEV","Argentina","NMC 532",0.00935603785843075,2042,0.0925710994557013
"BEV","Argentina","NMC 532",0.00871493216077093,2043,0.0855221029932087
"BEV","Argentina","NMC 532",0.00811097432282907,2044,0.0788822528194897
"BEV","Argentina","NMC 532",0.00754317048191302,2045,0.0726385683382575
"BEV","Argentina","NMC 532",0.0070103246210297,2046,0.0667771506651163
"BEV","Argentina","NMC 532",0.00651109293599458,2047,0.0612835036867979
"BEV","Argentina","NMC 532",0.00604402950753531,2048,0.0561427950625988
"BEV","Argentina","NMC 532",0.00560762421867709,2049,0.0513400643882017
"BEV","Argentina","NMC 532",0.00520033384366773,2050,0.046860385260345
"BEV","Australia","NMC 811",0.175583758661816,2022,0.915486817373781
"BEV","Australia","NMC 811",0.167696143619695,2023,0.888992420748176
"BEV","Australia","NMC 811",0.181997637750864,2024,1
"BEV","Australia","NMC 811",0.208335066101208,2025,1.18746411914938
"BEV","Australia","NMC 811",0.228813078833283,2026,1.34315936097992
"BEV","Australia","NMC 811",0.237534848015422,2027,1.41089517713085
"BEV","Australia","NMC 811",0.246085060598624,2028,1.48212803024089
"BEV","Australia","NMC 811",0.254275597825969,2029,1.54756086230936
"BEV","Australia","NMC 811",0.262268155241254,2030,1.61323796724091
"BEV","Australia","NMC 811",0.267485541083761,2031,1.65378092305534
"BEV","Australia","NMC 811",0.273179655559332,2032,1.69150362841649
"BEV","Australia","NMC 811",0.27729524854532,2033,1.72003069178444
"BEV","Australia","NMC 811",0.282056497859141,2034,1.74948671634458
"BEV","Australia","NMC 811",0.287732939479813,2035,1.78438223184772
"BEV","Australia","NMC 811",0.29228268336996,2036,1.81102907113152
"BEV","Australia","NMC 811",0.296432699801262,2037,1.83561936395619
"BEV","Australia","NMC 811",0.30014584096607,2038,1.85797093507114
"BEV","Australia","NMC 811",0.303381114431689,2039,1.87772671108129
"BEV","Australia","NMC 811",0.306924553519701,2040,1.89967810941871
"BEV","Australia","NMC 811",0.310315776796056,2041,1.914205585471
"BEV","Australia","NMC 811",0.313585795790212,2042,1.92577482445329
"BEV","Australia","NMC 811",0.316744031991179,2043,1.93431685781573
"BEV","Australia","NMC 811",0.319799057491145,2044,1.93975871778864
"BEV","Australia","NMC 811",0.322758656048983,2045,1.94202512848511
"BEV","Australia","NMC 811",0.325629881463083,2046,1.94104058126611
"BEV","Australia","NMC 811",0.328419113708008,2047,1.93673178426563
"BEV","Australia","NMC 811",0.331132112892439,2048,1.92903046020262
"BEV","Australia","NMC 811",0.333774070910748,2049,1.91787644953352
"BEV","Australia","NMC 811",0.336349660600294,2050,1.90322105736169
"BEV","Australia","NMC 721",0.00919693468722842,2022,0.915486817373781
"BEV","Australia","NMC 721",0.00878378781685017,2023,0.888992420748176
"BEV","Australia","NMC 721",0.00953288846520496,2024,1
"BEV","Australia","NMC 721",0.0109124215735844,2025,1.18746411914938
"BEV","Australia","NMC 721",0.0119850432503071,2026,1.34315936097992
"BEV","Australia","NMC 721",0.0124418824371234,2027,1.41089517713085
"BEV","Australia","NMC 721",0.0128897356286084,2028,1.48212803024089
"BEV","Australia","NMC 721",0.0133187493170459,2029,1.54756086230936
"BEV","Australia","NMC 721",0.0137373929837068,2030,1.61323796724091
"BEV","Australia","NMC 721",0.014010675417101,2031,1.65378092305534
"BEV","Australia","NMC 721",0.0143089285091441,2032,1.69150362841649
"BEV","Australia","NMC 721",0.0145244999274793,2033,1.72003069178444
"BEV","Australia","NMC 721",0.0147738902999292,2034,1.74948671634458
"BEV","Australia","NMC 721",0.0150712177021848,2035,1.78438223184772
"BEV","Australia","NMC 721",0.015309529592306,2036,1.81102907113152
"BEV","Australia","NMC 721",0.0155269040827515,2037,1.83561936395619
"BEV","Australia","NMC 721",0.0157213954015241,2038,1.85797093507114
"BEV","Australia","NMC 721",0.0158908563982894,2039,1.87772671108129
"BEV","Australia","NMC 721",0.0160764588600944,2040,1.89967810941871
"BEV","Australia","NMC 721",0.0162540883812993,2041,1.914205585471
"BEV","Australia","NMC 721",0.0164253693206325,2042,1.92577482445329
"BEV","Australia","NMC 721",0.0165907951680372,2043,1.93431685781573
"BEV","Australia","NMC 721",0.0167508149227408,2044,1.93975871778864
"BEV","Australia","NMC 721",0.0169058362917119,2045,1.94202512848511
"BEV","Australia","NMC 721",0.0170562287471819,2046,1.94104058126611
"BEV","Australia","NMC 721",0.017202326467037,2047,1.93673178426563
"BEV","Australia","NMC 721",0.0173444311610923,2048,1.92903046020262
"BEV","Australia","NMC 721",0.0174828147765586,2049,1.91787644953352
"BEV","Australia","NMC 721",0.017617722072862,2050,1.90322105736169
"BEV","Australia","NMCA 89:4:4:3",0.192385073991805,2022,0.915486817373781
"BEV","Australia","NMCA 89:4:4:3",0.183742706297536,2023,0.888992420748176
"BEV","Australia","NMCA 89:4:4:3",0.199412686411799,2024,1
"BEV","Australia","NMCA 89:4:4:3",0.228270299100761,2025,1.18746411914938
"BEV","Australia","NMCA 89:4:4:3",0.250707818519931,2026,1.34315936097992
"BEV","Australia","NMCA 89:4:4:3",0.260264159164609,2027,1.41089517713085
"BEV","Australia","NMCA 89:4:4:3",0.269632527247178,2028,1.48212803024089
"BEV","Australia","NMCA 89:4:4:3",0.278606803242434,2029,1.54756086230936
"BEV","Australia","NMCA 89:4:4:3",0.287364155069517,2030,1.61323796724091
"BEV","Australia","NMCA 89:4:4:3",0.29308078381129,2031,1.65378092305534
"BEV","Australia","NMCA 89:4:4:3",0.299319758549326,2032,1.69150362841649
"BEV","Australia","NMCA 89:4:4:3",0.303829165724362,2033,1.72003069178444
"BEV","Australia","NMCA 89:4:4:3",0.309046010998173,2034,1.74948671634458
"BEV","Australia","NMCA 89:4:4:3",0.315265621795472,2035,1.78438223184772
"BEV","Australia","NMCA 89:4:4:3",0.320250723046411,2036,1.81102907113152
"BEV","Australia","NMCA 89:4:4:3",0.324797847588499,2037,1.83561936395619
"BEV","Australia","NMCA 89:4:4:3",0.328866293002687,2038,1.85797093507114
"BEV","Australia","NMCA 89:4:4:3",0.33241114435916,2039,1.87772671108129
"BEV","Australia","NMCA 89:4:4:3",0.336293649189493,2040,1.89967810941871
"BEV","Australia","NMCA 89:4:4:3",0.34000937293249,2041,1.914205585471
"BEV","Australia","NMCA 89:4:4:3",0.34359229455884,2042,1.92577482445329
"BEV","Australia","NMCA 89:4:4:3",0.347052737084033,2043,1.93431685781573
"BEV","Australia","NMCA 89:4:4:3",0.35040009284938,2044,1.93975871778864
"BEV","Australia","NMCA 89:4:4:3",0.353642890428581,2045,1.94202512848511
"BEV","Australia","NMCA 89:4:4:3",0.356788858586165,2046,1.94104058126611
"BEV","Australia","NMCA 89:4:4:3",0.359844987785755,2047,1.93673178426563
"BEV","Australia","NMCA 89:4:4:3",0.362817589311172,2048,1.92903046020262
"BEV","Australia","NMCA 89:4:4:3",0.365712351860449,2049,1.91787644953352
"BEV","Australia","NMCA 89:4:4:3",0.368534395406915,2050,1.90322105736169
"BEV","Australia","LFP",0.383201584204911,2022,0.842157242988723
"BEV","Australia","LFP",0.424736910307616,2023,0.949058810219396
"BEV","Australia","LFP",0.431785060758467,2024,1
"BEV","Australia","LFP",0.407352798076203,2025,0.978649015627184
"BEV","Australia","LFP",0.387498627885708,2026,0.958771257837829
"BEV","Australia","LFP",0.37938841399569,2027,0.949838172331645
"BEV","Australia","LFP",0.371468949323239,2028,0.943020487073641
"BEV","Australia","LFP",0.361758530707714,2029,0.9280256368697
"BEV","Australia","LFP",0.3517631330564,2030,0.912013637893936
"BEV","Australia","LFP",0.347912918020144,2031,0.906663974894844
"BEV","Australia","LFP",0.342004223709509,2032,0.892594464221044
"BEV","Australia","LFP",0.339477452914002,2033,0.887570465395129
"BEV","Australia","LFP",0.335442608139015,2034,0.876982455362227
"BEV","Australia","LFP",0.329184939656036,2035,0.860471329270292
"BEV","Australia","LFP",0.32438601962297,2036,0.84719347761622
"BEV","Australia","LFP",0.320185686309276,2037,0.835711874506837
"BEV","Australia","LFP",0.316834027033485,2038,0.826678308697495
"BEV","Australia","LFP",0.314546779554045,2039,0.820591896440027
"BEV","Australia","LFP",0.311443807980386,2040,0.812505342269004
"BEV","Australia","LFP",0.307420453830631,2041,0.79931068987538
"BEV","Australia","LFP",0.303295607721291,2042,0.785079038896709
"BEV","Australia","LFP",0.299088017662444,2043,0.769868107852414
"BEV","Australia","LFP",0.294814329139263,2044,0.753732531254131
"BEV","Australia","LFP",0.290489301464191,2045,0.736724695224067
"BEV","Australia","LFP",0.286126004326386,2046,0.718895612557341
"BEV","Australia","LFP",0.281735996453933,2047,0.700295818144888
"BEV","Australia","LFP",0.277329487797954,2048,0.680976262530857
"BEV","Australia","LFP",0.272915486399158,2049,0.660989178768165
"BEV","Australia","LFP",0.268501930986862,2050,0.640388895549681
"BEV","Australia","NMC 111",0.0108738332437988,2022,2.0391583266382
"BEV","Australia","NMC 111",0.00745459809954481,2023,1.42134577233358
"BEV","Australia","NMC 111",0.0050601713806741,2024,1
"BEV","Australia","NMC 111",0.00382894376923512,2025,0.784942120917035
"BEV","Australia","NMC 111",0.00279421523698701,2026,0.589938962288129
"BEV","Australia","NMC 111",0.00209644026223299,2027,0.447868412189118
"BEV","Australia","NMC 111",0.00130665909887203,2028,0.283050087597245
"BEV","Australia","NMC 111",0.00107333365892005,2029,0.234951557130523
"BEV","Australia","NMC 111",0.000845226343425975,2030,0.186993462092532
"BEV","Australia","NMC 111",0.000667686932249129,2031,0.148474225382092
"BEV","Australia","NMC 111",0.000507739780518739,2032,0.113074921942537
"BEV","Australia","NMC 111",0.000363614414384506,2033,0.0811213901924757
"BEV","Australia","NMC 111",0.000222210373973471,2034,0.0495723372254594
"BEV","Australia","NMC 111",0.00016525718589893,2035,0.0368603271710418
"BEV","Australia","NMC 111",0.000131422353253048,2036,0.0292881608098585
"BEV","Australia","NMC 111",9.96013432348559e-05,2037,0.0221831002286123
"BEV","Australia","NMC 111",6.98946911275713e-05,2038,0.0155614944122686
